street,housenumber,place,lat,lon
Calle de la Madonna ,"12",,45.372774,12.3393
Calle de la Madonna ,"10",,45.372721,12.339309
Calle de la Madonna ,"18",,45.372965,12.339271
Calle de la Madonna ,"16",,45.372928,12.339276
Calle de la Madonna ,"6",,45.372647,12.339323
Calle de la Madonna ,"20",,45.37299,12.339267
Via Antonio Vivaldi ,"2",,45.400515,12.358979
Via Antonio Vivaldi ,"8",,45.400156,12.358663
Via Antonio Vivaldi ,"3",,45.400294,12.358919
Via Antonio Vivaldi ,"5",,45.400151,12.358808
Via Antonio Vivaldi ,"6",,45.400267,12.358747
Via Delle Magnolie ,"2",,45.409634,12.367897
Via Delle Magnolie ,"6",,45.40934,12.36757
Via Delle Magnolie ,"4",,45.409437,12.36768
Via Isola di Chio ,"9",,45.417901,12.372883
Via Isola di Chio ,2a,,45.417647,12.372359
Via Isola di Chio ,"3",,45.417793,12.372699
Via Isola di Chio ,"5",,45.417851,12.372807
Via Isola di Chio ,1a,,45.417702,12.372371
Via Isola di Chio ,"7",,45.417857,12.372818
Via Isola di Chio ,"6",,45.417717,12.372665
Via Isola di Chio ,"4",,45.417657,12.372479
Ramo dei Pescatori ,"1",,45.372617,12.337652
Lungomare Guglielmo Marconi ,"29",,45.4088,12.371135
Lungomare Guglielmo Marconi ,"56",,45.401771,12.364221
Lungomare Guglielmo Marconi ,57b,,45.401237,12.363609
Lungomare Guglielmo Marconi ,32c,,45.404979,12.366892
Lungomare Guglielmo Marconi ,"57",,45.401151,12.363542
Lungomare Guglielmo Marconi ,32g,,45.405093,12.367015
Lungomare Guglielmo Marconi ,57a,,45.401262,12.363628
Lungomare Guglielmo Marconi ,"54",,45.402086,12.364438
Lungomare Guglielmo Marconi ,84g,,45.398576,12.361612
Lungomare Guglielmo Marconi ,"41",,45.403018,12.365161
Lungomare Guglielmo Marconi ,"53",,45.402109,12.36429
Lungomare Guglielmo Marconi ,60b,,45.401096,12.363497
Lungomare Guglielmo Marconi ,"72",,45.400081,12.36285
Lungomare Guglielmo Marconi ,"24",,45.410245,12.372431
Lungomare Guglielmo Marconi ,29a,,45.408708,12.371053
Lungomare Guglielmo Marconi ,"44",,45.402701,12.364747
Lungomare Guglielmo Marconi ,"28",,45.408909,12.371232
Lungomare Guglielmo Marconi ,76b,,45.399665,12.362531
Via Zara ,"21",,45.41726,12.374244
Via Zara ,2a,,45.415809,12.373848
Via Zara ,"6",,45.416748,12.374227
Via Zara ,"10",,45.417013,12.374335
Via Zara ,"2",,45.415668,12.373785
Via Zara ,"5",,45.416009,12.373701
Via Zara ,6a,,45.416698,12.374198
Via Zara ,"23",,45.417268,12.374247
Via Zara ,6b,,45.416784,12.374249
Via Zara ,"12",,45.417173,12.374394
Via Zara ,"7",,45.416141,12.373759
Via Zara ,"4",,45.416636,12.374166
Via Zara ,"11",,45.416547,12.373951
Via Zara ,"15",,45.416856,12.374068
Via Zara ,"17",,45.416992,12.374127
Via Zara ,"9",,45.41625,12.373816
Via Zara ,2b,,45.416118,12.373965
Via Zara ,"3",,45.415734,12.373588
Via Zara ,"13",,45.416741,12.374021
Via Zara ,"19",,45.417107,12.374177
Via dei Remondini ,"10",,45.389,12.349443
Via dei Remondini ,"6",,45.388752,12.350059
Via dei Remondini ,5a,,45.388622,12.35007
Via dei Remondini ,"4",,45.388671,12.350263
Via dei Remondini ,"1",,45.388469,12.350464
Via dei Remondini ,"8",,45.388924,12.349634
Via dei Remondini ,"9",,45.388916,12.349348
Via dei Remondini ,"3",,45.388574,12.350195
Via dei Remondini ,11a,,45.389026,12.349063
Via dei Remondini ,"11",,45.388986,12.349168
Via dei Remondini ,7a,,45.388826,12.349563
Via dei Remondini ,9a,,45.388951,12.34926
Via dei Remondini ,"5",,45.38866,12.349975
Via dei Remondini ,"7",,45.388791,12.349657
Piazza Bartolomeo Gamba ,1a,,45.391759,12.353241
Piazza Bartolomeo Gamba ,"2",,45.391962,12.35305
Piazza Bartolomeo Gamba ,"1",,45.391749,12.353268
Via Pietro Garzoni ,"7",,45.402019,12.36021
Via Pietro Garzoni ,1a,,45.401828,12.360717
Via Pietro Garzoni ,"9",,45.402128,12.35992
Via Pietro Garzoni ,"8",,45.402121,12.360159
Via Pietro Garzoni ,5a,,45.401944,12.36041
Via Pietro Garzoni ,"6",,45.402045,12.360313
Via Pietro Garzoni ,"2",,45.401853,12.36082
Via Pietro Garzoni ,"1",,45.40177,12.360873
Via Pietro Garzoni ,2a,,45.401914,12.360658
Via Pietro Garzoni ,9a,,45.402207,12.359711
Via Pietro Garzoni ,"4",,45.402004,12.360464
Via Pietro Garzoni ,"5",,45.401911,12.360497
Lungomare Guglielmo Marconi ,"46",,45.402819,12.364147
Lungomare Guglielmo Marconi ,"50",,45.40293,12.363868
Lungomare Guglielmo Marconi ,"49",,45.40293,12.363868
Lungomare Guglielmo Marconi ,52a,,45.402366,12.364639
Lungomare Guglielmo Marconi ,"25",,45.409419,12.371689
Lungomare Guglielmo Marconi ,"86",,45.398848,12.361115
Lungomare Guglielmo Marconi ,"52",,45.402422,12.364682
Lungomare Guglielmo Marconi ,"67",,45.400458,12.362561
Lungomare Guglielmo Marconi ,76a,,45.399715,12.362567
Lungomare Guglielmo Marconi ,28b,,45.408829,12.371161
Lungomare Guglielmo Marconi ,84b,,45.39878,12.361839
Lungomare Guglielmo Marconi ,"60",,45.401045,12.363454
Lungomare Guglielmo Marconi ,45e,,45.402816,12.364156
Lungomare Guglielmo Marconi ,74b,,45.399876,12.362685
Lungomare Guglielmo Marconi ,60a,,45.40098,12.363396
Lungomare Guglielmo Marconi ,59a,,45.401132,12.363527
Lungomare Guglielmo Marconi ,"76",,45.399746,12.36259
Lungomare Guglielmo Marconi ,"65",,45.400507,12.362559
Lungomare Guglielmo Marconi ,85l,,45.398471,12.361115
Lungomare Guglielmo Marconi ,28a,,45.408973,12.371289
Lungomare Guglielmo Marconi ,"32",,45.404889,12.366798
Lungomare Guglielmo Marconi ,32e,,45.405046,12.366962
Lungomare Guglielmo Marconi ,74d,,45.399796,12.362626
Lungomare Guglielmo Marconi ,"21",,45.410719,12.372855
Lungomare Guglielmo Marconi ,"61",,45.400968,12.363386
Lungomare Guglielmo Marconi ,84f,,45.398613,12.361639
Lungomare Guglielmo Marconi ,"55",,45.40175,12.364033
Lungomare Guglielmo Marconi ,29b,,45.408515,12.370879
Lungomare Guglielmo Marconi ,"51",,45.402494,12.364589
Lungomare Guglielmo Marconi ,74a,,45.399899,12.362701
Lungomare Guglielmo Marconi ,"85",,45.398526,12.361575
Lungomare Guglielmo Marconi ,"45",,45.402778,12.364283
Lungomare Guglielmo Marconi ,76d,,45.399576,12.362463
Lungomare Guglielmo Marconi ,"22",,45.410387,12.372558
Lungomare Guglielmo Marconi ,84c,,45.398741,12.361808
Lungomare Guglielmo Marconi ,"27",,45.409046,12.371355
Lungomare Guglielmo Marconi ,"74",,45.399916,12.362714
Lungomare Guglielmo Marconi ,84d,,45.39872,12.361791
Lungomare Guglielmo Marconi ,"87",,45.398638,12.360627
Lungomare Guglielmo Marconi ,"69",,45.400537,12.362623
Lungomare Guglielmo Marconi ,"48",,45.402925,12.363903
Lungomare Guglielmo Marconi ,"49",,45.402925,12.363903
Lungomare Guglielmo Marconi ,85a,,45.39849,12.361548
Lungomare Guglielmo Marconi ,"58",,45.40135,12.363923
Lungomare Guglielmo Marconi ,"90",,45.398279,12.361426
Lungomare Guglielmo Marconi ,"88",,45.398569,12.360803
Lungomare Guglielmo Marconi ,"17",,45.413308,12.374957
Lungomare Guglielmo Marconi ,46a,,45.402823,12.364135
Lungomare Guglielmo Marconi ,76c,,45.399607,12.362487
Lungomare Guglielmo Marconi ,"47",,45.402902,12.363895
Lungomare Guglielmo Marconi ,"48",,45.402922,12.363902
Lungomare Guglielmo Marconi ,"49",,45.402922,12.363902
Lungomare Guglielmo Marconi ,74c,,45.399833,12.362653
Via Francesco Algarotti ,"3",,45.409993,12.365529
Via Francesco Algarotti ,"1",,45.40995,12.365751
Via Francesco Algarotti ,"2",,45.410073,12.365402
Via Delle Alghe ,1a,,45.398924,12.361718
Via Delle Alghe ,"7",,45.399159,12.361012
Via Delle Alghe ,"2",,45.398949,12.361842
Via Delle Alghe ,"5",,45.399097,12.361202
Via Delle Alghe ,"1",,45.398943,12.361666
Via dei Remondini ,"2",,45.388602,12.350435
Via dei Remondini ,10a,,45.389088,12.349223
Lungomare Guglielmo Marconi ,84a,,45.398808,12.361862
Lungomare Guglielmo Marconi ,41d,,45.402971,12.365117
Lungomare Guglielmo Marconi ,32d,,45.405012,12.366926
Lungomare Guglielmo Marconi ,"84",,45.398833,12.361882
Lungomare Guglielmo Marconi ,"91",,45.39792,12.361226
Lungomare Guglielmo Marconi ,84e,,45.398657,12.361658
Lungomare Guglielmo Marconi ,32a,,45.40492,12.366831
Lungomare Guglielmo Marconi ,32f,,45.405068,12.366984
Lungomare Guglielmo Marconi ,"68",,45.400435,12.36256
Lungomare Guglielmo Marconi ,"36",,45.404752,12.366656
Lungomare Guglielmo Marconi ,"59",,45.40112,12.363517
Lungomare Guglielmo Marconi ,"81",,45.399142,12.362131
Lungomare Guglielmo Marconi ,55a,,45.401587,12.363919
Lungomare Guglielmo Marconi ,32h,,45.405109,12.367033
Via Delle Alghe ,"6",,45.399104,12.361375
Via Delle Alghe ,2a,,45.398997,12.361703
Via Delle Alghe ,"4",,45.399025,12.361624
Via Delle Alghe ,1b,,45.398915,12.361744
Via Delle Alghe ,"3",,45.399017,12.361464
Via Delle Alghe ,4a,,45.39907,12.361486
Via Delle Alghe ,"8",,45.399167,12.361111
Via Paoluccio Anafesto ,"3",,45.403704,12.361123
Via Paoluccio Anafesto ,"1",,45.403627,12.361321
Via Paoluccio Anafesto ,"2",,45.403665,12.361224
Via Doge Beato ,"11",,45.367601,12.337165
Via Doge Beato ,"13",,45.3674,12.337169
Via Doge Beato ,2a,,45.367989,12.33705
Via Doge Beato ,1c,,45.368773,12.337083
Via Doge Beato ,"6",,45.367569,12.337061
Via Doge Beato ,"8",,45.367399,12.337067
Via Doge Beato ,"20",,45.366259,12.337004
Via Doge Beato ,1b,,45.368968,12.337061
Via Doge Beato ,"10",,45.367167,12.337066
Via Doge Beato ,"14",,45.366603,12.337034
Via Doge Beato ,"4",,45.367797,12.337055
Via Doge Beato ,"2",,45.368241,12.337033
Via Doge Beato ,1a,,45.36924,12.33703
Via Doge Beato ,"3",,45.36856,12.337104
Via Doge Beato ,12b,,45.366653,12.33704
Via Doge Beato ,"9",,45.367959,12.337153
Via Doge Beato ,"12",,45.366871,12.337055
Via Doge Beato ,9a,,45.367894,12.337155
Via Doge Beato ,"27",,45.366398,12.337121
Via Doge Beato ,"18",,45.36636,12.337013
Via Doge Beato ,5a,,45.368159,12.337144
Via Doge Beato ,27a,,45.366386,12.33712
Via Doge Beato ,"29",,45.366146,12.337101
Via Doge Beato ,"5",,45.368314,12.337128
Via Doge Beato ,12a,,45.366776,12.337047
Via Doge Beato ,"19",,45.366634,12.337138
Via Doge Beato ,"16",,45.366475,12.337022
Via Doge Beato ,"17",,45.366836,12.337155
Via Doge Beato ,"25",,45.366568,12.337133
Via Doge Beato ,8a,,45.367322,12.337067
Via Doge Beato ,"15",,45.367159,12.337168
Via Doge Beato ,"1",,45.369319,12.337022
Via Doge Giovanni Galbaio ,1a,,45.368116,12.337555
Via Doge Giovanni Galbaio ,"3",,45.368156,12.337868
Via Doge Giovanni Galbaio ,"2",,45.368064,12.337554
Via Doge Giovanni Galbaio ,"1",,45.36811,12.337462
Via Doge Giovanni Galbaio ,"4",,45.36808,12.337869
Via Famagosta ,"6",,45.415834,12.375008
Via Famagosta ,"11",,45.416028,12.375052
Via Famagosta ,2b,,45.415599,12.374844
Via Famagosta ,"2",,45.415484,12.374761
Via Famagosta ,"10",,45.416132,12.375189
Via Famagosta ,"3",,45.415469,12.374655
Via Famagosta ,"8",,45.416032,12.375146
Via Famagosta ,5a,,45.415766,12.374855
Via Famagosta ,"4",,45.415737,12.37494
Via Famagosta ,"7",,45.415839,12.374925
Via Famagosta ,1b,,45.415416,12.374618
Via Famagosta ,"9",,45.415926,12.374985
Via Famagosta ,"5",,45.415654,12.374791
Via Famagosta ,3a,,45.415527,12.374698
Via Famagosta ,2a,,45.415394,12.374695
Via Famagosta ,1a,,45.415393,12.374603
Via Famagosta ,"12",,45.416157,12.375119
Via Corfu' ,"13",,45.417807,12.369945
Via Corfu' ,"8",,45.417262,12.370237
Via Corfu' ,"1",,45.417022,12.370121
Via Corfu' ,"7",,45.417394,12.370069
Via Corfu' ,8a,,45.417144,12.370274
Via Corfu' ,"5",,45.417316,12.370091
Via Corfu' ,"15",,45.417863,12.369932
Via Corfu' ,"3",,45.417218,12.370062
Via Corfu' ,"4",,45.416758,12.370387
Via Corfu' ,8b,,45.417429,12.370193
Via Corfu' ,9a,,45.417497,12.370027
Via Corfu' ,"9",,45.417575,12.370005
Via Corfu' ,"11",,45.417696,12.369971
Via Corfu' ,"10",,45.41769,12.370108
Via Morea ,"12",,45.42222,12.3778
Via Morea ,5c,,45.422725,12.378233
Via Morea ,"13",,45.422152,12.377869
Via Morea ,"3",,45.42281,12.378286
Via Morea ,5a,,45.422675,12.378203
Via Morea ,"7",,45.422555,12.378132
Via Morea ,"9",,45.422307,12.37797
Via Morea ,4d,,45.423177,12.378362
Via Morea ,"11",,45.42238,12.378018
Via Morea ,5b,,45.422651,12.378188
Via Morea ,"10",,45.422499,12.377973
Via Morea ,"5",,45.4227,12.378217
Via Morea ,"1",,45.423099,12.378487
Via Morea ,2c,,45.423409,12.378379
Via Morea ,1a,,45.422932,12.378368
Via Morea ,14a,,45.422091,12.377716
Via Morea ,"6",,45.423039,12.378305
Via Morea ,"4",,45.42327,12.378378
Via Giambattista Costa ,"9",,45.385952,12.351131
Via Giambattista Costa ,"5",,45.386405,12.35051
Via Giambattista Costa ,2b,,45.386298,12.350229
Via Giambattista Costa ,"1",,45.386609,12.349807
Via Giambattista Costa ,"4",,45.386088,12.350661
Via Giambattista Costa ,"7",,45.386018,12.351004
Via Giambattista Costa ,"11",,45.385877,12.3513
Via Giambattista Costa ,"2",,45.386338,12.350147
Via Giambattista Costa ,6a,,45.385956,12.35092
Via Giambattista Costa ,"3",,45.38669,12.350672
Via Giambattista Costa ,3a,,45.386694,12.350715
Via Giambattista Costa ,1a,,45.386511,12.350467
Via Giambattista Costa ,2a,,45.386318,12.350189
Piazza Fiume ,"14",,45.41021,12.371936
Strada Privata Wolfango Goethe ,"3",,45.34679,12.318595
Strada Privata Wolfango Goethe ,"11",,45.346484,12.319242
Strada Privata Wolfango Goethe ,"13",,45.346459,12.31934
Strada Privata Wolfango Goethe ,1a,,45.346928,12.318479
Strada Privata Wolfango Goethe ,5a,,45.346718,12.318664
Strada Privata Wolfango Goethe ,"8",,45.346495,12.318948
Strada Privata Wolfango Goethe ,"1",,45.347014,12.318406
Strada Privata Wolfango Goethe ,"7",,45.346608,12.31881
Strada Privata Wolfango Goethe ,6a,,45.346494,12.318856
Strada Privata Wolfango Goethe ,"5",,45.346753,12.318625
Strada Privata Wolfango Goethe ,"9",,45.346515,12.319109
Via Andrea Gritti ,9a,,45.407276,12.366026
Via Andrea Gritti ,"5",,45.407271,12.365795
Via Andrea Gritti ,4a,,45.407248,12.365736
Via Andrea Gritti ,"10",,45.407214,12.366128
Via Andrea Gritti ,"3",,45.40729,12.36557
Via Andrea Gritti ,"9",,45.407262,12.366137
Via Andrea Gritti ,"4",,45.407263,12.365563
Via Andrea Gritti ,"7",,45.407259,12.36593
Via Andrea Gritti ,"6",,45.407238,12.365851
Via Andrea Gritti ,"2",,45.407272,12.365473
Via Andrea Gritti ,"8",,45.407227,12.365971
Via Frà Mauro ,"6",,45.418549,12.377566
Via Frà Mauro ,7a,,45.418497,12.377931
Via Frà Mauro ,"2",,45.418706,12.377195
Via Frà Mauro ,2a,,45.418648,12.377324
Via Frà Mauro ,4a,,45.418572,12.377511
Via Frà Mauro ,"8",,45.418442,12.377819
Via Frà Mauro ,"12",,45.418277,12.378188
Via Frà Mauro ,"3",,45.418711,12.377439
Via Frà Mauro ,"1",,45.418832,12.377184
Via Frà Mauro ,6a,,45.418507,12.377666
Via Frà Mauro ,"11",,45.418265,12.378457
Via Buono Da Malamocco ,"9",,45.368691,12.337894
Via Buono Da Malamocco ,3b,,45.369499,12.337486
Via Buono Da Malamocco ,"4",,45.369436,12.337413
Via Buono Da Malamocco ,3a,,45.3695,12.337392
Via Buono Da Malamocco ,"3",,45.369501,12.337335
Via Buono Da Malamocco ,3c,,45.369498,12.337548
Via Buono Da Malamocco ,"8",,45.368734,12.33788
Strada Dell'ospizio Marino ,"16",Strada Dell'Ospizio Marino ,45.421335,12.381188
Strada Dell'ospizio Marino ,"9",Strada Dell'Ospizio Marino ,45.420002,12.379919
Strada Dell'ospizio Marino ,"5",Strada Dell'Ospizio Marino ,45.419669,12.379967
Strada Dell'ospizio Marino ,"15",Strada Dell'Ospizio Marino ,45.421387,12.38109
Strada Dell'ospizio Marino ,"21",Strada Dell'Ospizio Marino ,45.421618,12.381313
Strada Dell'ospizio Marino ,"20",Strada Dell'Ospizio Marino ,45.421563,12.381404
Via Frà Mauro ,"14",,45.418193,12.37839
Via Frà Mauro ,"10",,45.418391,12.377925
Via Frà Mauro ,"4",,45.418633,12.377358
Via Frà Mauro ,"9",,45.41844,12.378062
Via Frà Mauro ,"7",,45.418524,12.377869
Via Buono Da Malamocco ,2a,,45.369436,12.337232
Via Buono Da Malamocco ,"7",,45.368906,12.337778
Via Buono Da Malamocco ,"2",,45.369414,12.337108
Via Buono Da Malamocco ,"6",,45.36911,12.337738
Piazzale Santa Maria Elisabetta ,"9",,45.416657,12.368155
Piazzale Santa Maria Elisabetta ,1a,,45.417759,12.369306
Piazzale Santa Maria Elisabetta ,"4",,45.417565,12.369137
Piazzale Santa Maria Elisabetta ,"2",,45.417709,12.369431
Piazzale Santa Maria Elisabetta ,"1",,45.417812,12.36925
Piazzale Santa Maria Elisabetta ,7b,,45.416882,12.368273
Piazzale Santa Maria Elisabetta ,2a,,45.417741,12.369497
Piazzale Santa Maria Elisabetta ,3a,,45.417609,12.369221
Riviera San Nicolo' ,"3",,45.420304,12.375644
Riviera San Nicolo' ,15b,,45.422795,12.376781
Riviera San Nicolo' ,47a,,45.429587,12.381525
Riviera San Nicolo' ,15c,,45.422746,12.376758
Riviera San Nicolo' ,"42",,45.428943,12.3809
Riviera San Nicolo' ,"72",,45.432239,12.383985
Riviera San Nicolo' ,"71",,45.432095,12.383858
Riviera San Nicolo' ,23b,,45.425477,12.378439
Riviera San Nicolo' ,19b,,45.423617,12.377212
Riviera San Nicolo' ,"70",,45.431949,12.383686
Riviera San Nicolo' ,"13",,45.422582,12.376679
Riviera San Nicolo' ,4b,,45.42043,12.375697
Riviera San Nicolo' ,17a,,45.423344,12.377051
Riviera San Nicolo' ,56a,,45.430898,12.382807
Riviera San Nicolo' ,5a,,45.420607,12.375769
Riviera San Nicolo' ,69f,,45.431863,12.383645
Riviera San Nicolo' ,"16",,45.423068,12.376915
Riviera San Nicolo' ,15a,,45.422829,12.376797
Riviera San Nicolo' ,"59",,45.43107,12.383004
Riviera San Nicolo' ,"19",,45.423495,12.377155
Riviera San Nicolo' ,"27",,45.428042,12.380526
Riviera San Nicolo' ,62d,,45.431411,12.383317
Riviera San Nicolo' ,"46",,45.429578,12.381517
Riviera San Nicolo' ,"31",,45.428334,12.380583
Riviera San Nicolo' ,23a,,45.425312,12.378346
Riviera San Nicolo' ,"33",,45.428539,12.380687
Riviera San Nicolo' ,"21",,45.424133,12.377445
Riviera San Nicolo' ,"25",,45.426599,12.379138
Riviera San Nicolo' ,20b,,45.423725,12.377238
Riviera San Nicolo' ,"47",,45.429675,12.381612
Riviera San Nicolo' ,44a,,45.429567,12.381506
Riviera San Nicolo' ,29a,,45.428162,12.380552
Riviera San Nicolo' ,"4",,45.420506,12.375728
Riviera San Nicolo' ,"15",,45.422853,12.376837
Riviera San Nicolo' ,4a,,45.420553,12.375747
Riviera San Nicolo' ,69b,,45.431734,12.383547
Riviera San Nicolo' ,"57",,45.431019,12.382926
Riviera San Nicolo' ,15e,,45.422692,12.376753
Riviera San Nicolo' ,15d,,45.422714,12.376764
Riviera San Nicolo' ,15g,,45.422617,12.376696
Riviera San Nicolo' ,"66",,45.431601,12.383449
Riviera San Nicolo' ,13a,,45.422571,12.376673
Riviera San Nicolo' ,"44",,45.42938,12.381322
Riviera San Nicolo' ,"41",,45.428823,12.380793
Riviera San Nicolo' ,66a,,45.431549,12.383381
Riviera San Nicolo' ,"2",,45.420097,12.375563
Riviera San Nicolo' ,"30",,45.428265,12.380569
Riviera San Nicolo' ,43a,,45.429065,12.381887
Riviera San Nicolo' ,"18",,45.423402,12.377111
Riviera San Nicolo' ,"20",,45.423823,12.377314
Riviera San Nicolo' ,20a,,45.423996,12.377376
Riviera San Nicolo' ,"43",,45.429158,12.381107
Riviera San Nicolo' ,"55",,45.430725,12.382656
Riviera San Nicolo' ,15f,,45.422656,12.376735
Riviera San Nicolo' ,"23",,45.425074,12.37817
Riviera San Nicolo' ,"49",,45.42993,12.381874
Riviera San Nicolo' ,15h,,45.422599,12.376687
Riviera San Nicolo' ,"48",,45.429793,12.381726
Riviera San Nicolo' ,"61",,45.431151,12.383079
Riviera San Nicolo' ,62e,,45.431267,12.383188
Riviera San Nicolo' ,"5",,45.420666,12.37581
Riviera San Nicolo' ,"54",,45.430353,12.382283
Riviera San Nicolo' ,"17",,45.423219,12.377022
Riviera San Nicolo' ,"12",,45.422489,12.376634
Riviera San Nicolo' ,17b,,45.423286,12.377024
Riviera San Nicolo' ,"26",,45.427856,12.381001
Riviera San Nicolo' ,"40",,45.429175,12.381123
Riviera San Nicolo' ,"29",,45.42814,12.380546
Riviera San Nicolo' ,19a,,45.423532,12.377172
Riviera San Nicolo' ,"28",,45.428063,12.380533
Riviera San Nicolo' ,"50",,45.429987,12.382201
Via dei Kirchmayr ,3c,,45.392745,12.354916
Via dei Kirchmayr ,"8",,45.39231,12.355453
Via dei Kirchmayr ,3a,,45.392651,12.354775
Via dei Kirchmayr ,"9",,45.392488,12.355522
Via dei Kirchmayr ,"1",,45.392707,12.354631
Via dei Kirchmayr ,8a,,45.392249,12.355609
Via dei Kirchmayr ,3d,,45.392769,12.354935
Via dei Kirchmayr ,"10",,45.392139,12.355891
Via Angelo Partecipazio ,"2",,45.414371,12.366846
Via Angelo Partecipazio ,4a,,45.414404,12.366692
Via Angelo Partecipazio ,"3",,45.414359,12.366682
Via Angelo Partecipazio ,"6",,45.414487,12.366331
Via Angelo Partecipazio ,"5",,45.414384,12.366569
Via Angelo Partecipazio ,"1",,45.414303,12.366917
Via Angelo Partecipazio ,"7",,45.414434,12.366345
Via Angelo Partecipazio ,5a,,45.414407,12.366466
Via Angelo Partecipazio ,"4",,45.414428,12.366582
Via dei Kirchmayr ,"4",,45.392469,12.354817
Via dei Kirchmayr ,"2",,45.392607,12.354464
Via dei Kirchmayr ,"7",,45.392618,12.355188
Via Candia ,"18",,45.405955,12.366151
Via Candia ,"16",,45.406213,12.365885
Via Candia ,"15",,45.406262,12.365829
Via Candia ,"17",,45.406022,12.366087
Via Candia ,"11",,45.407016,12.366328
Via Candia ,"28",,45.405271,12.367045
Via Candia ,"20",,45.40563,12.366465
Via Candia ,"22",,45.405481,12.366666
Via Candia ,"5",,45.407805,12.366518
Via Candia ,1b,,45.407839,12.36571
Via Candia ,"14",,45.406506,12.365985
Via Candia ,"27",,45.405316,12.366969
Via Candia ,"13",,45.406731,12.366138
Via Candia ,"24",,45.405446,12.366724
Via Candia ,5a,,45.407682,12.366755
Via Candia ,"10",,45.407086,12.366374
Via Candia ,21a,,45.405542,12.366566
Via Candia ,"9",,45.407297,12.366512
Via Candia ,"19",,45.40568,12.366419
Via Candia ,18a,,45.405795,12.366304
Via Candia ,2a,,45.40783,12.365825
Via Candia ,"2",,45.407829,12.365761
Via Candia ,"25",,45.405418,12.366771
Via Candia ,5b,,45.407612,12.366711
Via Candia ,"23",,45.405464,12.366695
Via Candia ,"4",,45.407814,12.36633
Via Candia ,"12",,45.406824,12.3662
Via Candia ,"21",,45.405581,12.366501
Via Candia ,"3",,45.407827,12.366117
Via Candia ,26a,,45.405361,12.366894
Via Candia ,14a,,45.406418,12.365927
Via Giovanni Caboto ,7a,,45.419033,12.378529
Via Giovanni Caboto ,"4",,45.418791,12.378716
Via Giovanni Caboto ,"3",,45.418652,12.378692
Via Giovanni Caboto ,"5",,45.418859,12.378606
Via Giovanni Caboto ,"1",,45.418368,12.37881
Via Giovanni Caboto ,5a,,45.418956,12.378563
Via Giovanni Caboto ,"7",,45.419099,12.378501
Via Antoniotto Usodimare ,"2",,45.397756,12.359651
Via Antoniotto Usodimare ,10a,,45.397048,12.359118
Via Antoniotto Usodimare ,2a,,45.397669,12.359587
Via Antoniotto Usodimare ,"4",,45.397627,12.359555
Via Antoniotto Usodimare ,"9",,45.397294,12.359388
Via Antoniotto Usodimare ,"8",,45.39718,12.359219
Via Antoniotto Usodimare ,"11",,45.396915,12.359066
Via Antoniotto Usodimare ,"6",,45.397422,12.359401
Via Antoniotto Usodimare ,"12",,45.39702,12.359096
Via Antoniotto Usodimare ,"15",,45.397018,12.359144
Via Antoniotto Usodimare ,"5",,45.397814,12.359744
Via Antoniotto Usodimare ,"10",,45.397144,12.359191
Via Perasto ,"18",,45.417615,12.371478
Via Perasto ,"7",,45.417271,12.371061
Via Perasto ,"20",,45.417939,12.371691
Via Perasto ,1a,,45.416973,12.37088
Via Perasto ,6a,,45.416671,12.370917
Via Perasto ,"11",,45.417922,12.371471
Via Perasto ,"3",,45.4171,12.370958
Via Perasto ,"8",,45.416782,12.370939
Via Perasto ,6c,,45.416625,12.37087
Via Perasto ,"2",,45.416527,12.370809
Via Perasto ,"10",,45.417165,12.371196
Via Perasto ,"5",,45.417195,12.371013
Via Perasto ,"6",,45.416583,12.370844
Via Perasto ,18a,,45.417672,12.371513
Via Perasto ,18b,,45.417712,12.371536
Via Perasto ,"13",,45.417989,12.371512
Via Perasto ,12a,,45.417346,12.371306
Via Perasto ,"12",,45.417358,12.371314
Via Perasto ,"14",,45.417507,12.371413
Via Perasto ,8a,,45.416939,12.371055
Via Perasto ,"15",,45.418075,12.371557
Via Perasto ,16b,,45.417582,12.371449
Riviera Santa Maria Elisabetta ,"7",,45.41872,12.37277
Riviera Santa Maria Elisabetta ,"6",,45.418373,12.37201
Riviera Santa Maria Elisabetta ,"11",,45.419186,12.373753
Riviera Santa Maria Elisabetta ,13b,,45.419657,12.374772
Riviera Santa Maria Elisabetta ,"15",,45.418158,12.369787
Riviera Santa Maria Elisabetta ,8a,,45.418925,12.373178
Riviera Santa Maria Elisabetta ,"8",,45.41889,12.373109
Riviera Santa Maria Elisabetta ,"10",,45.419167,12.373661
Riviera Santa Maria Elisabetta ,"3",,45.418136,12.371151
Riviera Santa Maria Elisabetta ,2a,,45.41805,12.370122
Riviera Santa Maria Elisabetta ,"2",,45.417974,12.369669
Riviera Santa Maria Elisabetta ,"9",,45.419083,12.373494
Via Sebastiano Pigafetta ,"15",,45.39671,12.358812
Via Sebastiano Pigafetta ,"24",,45.396732,12.358682
Via Sebastiano Pigafetta ,"20",,45.396727,12.358664
Via Sebastiano Pigafetta ,"16",,45.396617,12.358402
Via Sebastiano Pigafetta ,"13",,45.395915,12.358051
Via Sebastiano Pigafetta ,"14",,45.396597,12.358396
Via Sebastiano Pigafetta ,"22",,45.396729,12.358673
Via Sebastiano Pigafetta ,"18",,45.396637,12.358409
Via Aquileia ,"12",,45.418452,12.374841
Via Aquileia ,"4",,45.417802,12.374639
